image,top_left_x,top_left_y,bottom_right_x,bottom_right_y
user_3/F8.jpg,87,19,207,139
user_3/F9.jpg,77,16,197,136
user_3/G0.jpg,162,46,272,156
user_3/G1.jpg,152,45,262,155
user_3/G2.jpg,161,48,271,158
user_3/G3.jpg,158,52,268,162
user_3/G4.jpg,155,53,265,163
user_3/G5.jpg,118,53,218,153
user_3/G6.jpg,112,52,212,152
user_3/G7.jpg,119,54,219,154
user_3/G8.jpg,112,53,212,153
user_3/G9.jpg,113,49,213,149
user_3/H0.jpg,147,28,267,148
user_3/H1.jpg,145,29,265,149
user_3/H2.jpg,136,32,256,152
user_3/H3.jpg,135,28,255,148
user_3/H4.jpg,134,27,254,147
user_3/H5.jpg,94,67,194,167
user_3/H6.jpg,83,62,183,162
user_3/H7.jpg,84,64,194,174
user_3/H8.jpg,77,60,187,170
user_3/H9.jpg,71,64,181,174
user_3/I0.jpg,153,23,283,153
user_3/I1.jpg,149,24,279,154
user_3/I2.jpg,149,33,279,163
user_3/I3.jpg,150,61,260,171
user_3/I4.jpg,145,57,255,167
user_3/I5.jpg,106,26,206,126
user_3/I6.jpg,95,25,195,125
user_3/I7.jpg,106,32,206,132
user_3/I8.jpg,92,32,192,132
user_3/I9.jpg,97,42,197,142
user_3/K0.jpg,95,7,225,137
user_3/K1.jpg,80,5,210,135
user_3/K2.jpg,101,7,231,137
user_3/K3.jpg,99,0,229,130
user_3/K4.jpg,102,6,232,136
user_3/K5.jpg,60,18,170,128
user_3/K6.jpg,51,18,161,128
user_3/K7.jpg,63,24,173,134
user_3/K8.jpg,53,22,163,132
user_3/K9.jpg,63,27,173,137
user_3/L0.jpg,130,13,240,123
user_3/L1.jpg,144,13,254,123
user_3/L2.jpg,122,20,232,130
user_3/L3.jpg,138,23,248,133
user_3/L4.jpg,119,19,229,129
user_3/L5.jpg,80,31,210,161
user_3/L6.jpg,58,30,188,160
user_3/L7.jpg,78,35,208,165
user_3/L8.jpg,66,38,196,168
user_3/L9.jpg,74,45,204,175
user_3/M0.jpg,143,33,233,123
user_3/M1.jpg,137,31,227,121
user_3/M2.jpg,145,28,235,118
user_3/M3.jpg,133,20,223,110
user_3/M4.jpg,144,25,234,115
user_3/M5.jpg,107,35,197,125
user_3/M6.jpg,101,34,191,124
user_3/M7.jpg,116,34,206,124
user_3/M8.jpg,108,36,198,126
user_3/M9.jpg,91,71,221,201
user_3/N0.jpg,139,10,239,110
user_3/N1.jpg,139,11,239,111
user_3/N2.jpg,145,13,245,113
user_3/N3.jpg,132,15,232,115
user_3/N4.jpg,144,21,244,121
user_3/N5.jpg,99,23,189,113
user_3/N6.jpg,93,20,183,110
user_3/N7.jpg,101,32,191,122
user_3/N8.jpg,92,33,182,123
user_3/N9.jpg,99,36,189,126
user_3/O0.jpg,148,13,238,103
user_3/O1.jpg,142,8,232,98
user_3/O2.jpg,158,10,248,100
user_3/O3.jpg,146,5,236,95
user_3/O4.jpg,156,11,246,101
user_3/O5.jpg,80,31,200,151
user_3/O6.jpg,76,29,196,149
user_3/O7.jpg,107,29,227,149
user_3/O8.jpg,101,25,221,145
user_3/O9.jpg,116,34,236,154
user_3/P0.jpg,85,21,195,131
user_3/P1.jpg,72,15,182,125
user_3/P2.jpg,86,21,196,131
user_3/P3.jpg,72,15,182,125
user_3/P4.jpg,71,9,181,119
user_3/P5.jpg,50,63,150,163
user_3/P6.jpg,41,55,141,155
user_3/P7.jpg,48,71,148,171
user_3/P8.jpg,57,70,157,170
user_3/P9.jpg,51,73,151,173
user_3/Q0.jpg,88,28,188,128
user_3/Q1.jpg,81,28,181,128
user_3/Q2.jpg,95,32,195,132
user_3/Q3.jpg,82,28,182,128
user_3/Q4.jpg,86,18,186,118
user_3/Q5.jpg,65,49,145,129
user_3/Q6.jpg,55,44,135,124
user_3/Q7.jpg,69,53,149,133
user_3/Q8.jpg,48,55,128,135
user_3/Q9.jpg,57,58,137,138
user_3/R0.jpg,136,11,276,151
user_3/R1.jpg,119,7,259,147
user_3/R2.jpg,147,21,287,161
user_3/R3.jpg,136,13,276,153
user_3/R4.jpg,132,22,272,162
user_3/R5.jpg,94,31,204,141
user_3/R6.jpg,98,29,208,139
user_3/R7.jpg,104,40,214,150
user_3/R8.jpg,101,40,201,140
user_3/R9.jpg,103,37,203,137
user_3/S0.jpg,160,30,260,130
user_3/S1.jpg,149,28,249,128
user_3/S2.jpg,170,38,260,128
user_3/S3.jpg,155,36,245,126
user_3/S4.jpg,167,41,257,131
user_3/S5.jpg,109,66,199,156
user_3/S6.jpg,100,58,190,148
user_3/S7.jpg,110,58,200,148
user_3/S8.jpg,91,57,181,147
user_3/S9.jpg,98,56,188,146
user_3/T0.jpg,164,29,254,119
user_3/T1.jpg,151,31,241,121
user_3/T2.jpg,154,29,254,129
user_3/T3.jpg,151,28,251,128
user_3/T4.jpg,143,37,243,137
user_3/T5.jpg,108,76,218,186
user_3/T6.jpg,109,71,219,181
user_3/T7.jpg,125,84,235,194
user_3/T8.jpg,105,77,215,187
user_3/T9.jpg,106,89,216,199
user_3/U0.jpg,116,7,246,137
user_3/U1.jpg,122,10,252,140
user_3/U2.jpg,110,16,240,146
user_3/U3.jpg,131,14,261,144
user_3/U4.jpg,114,17,244,147
user_3/U5.jpg,84,26,204,146
user_3/U6.jpg,79,24,199,144
user_3/U7.jpg,93,29,213,149
user_3/U8.jpg,84,29,204,149
user_3/U9.jpg,93,33,213,153
user_3/V0.jpg,137,17,257,137
user_3/V1.jpg,131,19,251,139
user_3/V2.jpg,143,22,263,142
user_3/V3.jpg,121,26,241,146
user_3/V4.jpg,138,28,258,148
user_3/V5.jpg,82,25,212,155
user_3/V6.jpg,68,18,198,148
user_3/V7.jpg,87,23,217,153
user_3/V8.jpg,73,33,193,153
user_3/V9.jpg,79,37,199,157
user_3/W0.jpg,124,9,254,139
user_3/W1.jpg,111,6,241,136
user_3/W2.jpg,139,11,269,141
user_3/W3.jpg,107,6,237,136
user_3/W4.jpg,126,2,256,132
user_3/W5.jpg,73,26,203,156
user_3/W6.jpg,53,14,183,144
user_3/W7.jpg,72,34,192,154
user_3/W8.jpg,62,43,182,163
user_3/W9.jpg,73,49,183,159
user_3/X0.jpg,145,5,235,95
user_3/X1.jpg,156,8,246,98
user_3/X2.jpg,118,2,208,92
user_3/X3.jpg,139,7,229,97
user_3/X4.jpg,130,4,220,94
user_3/X5.jpg,97,31,207,141
user_3/X6.jpg,64,22,174,132
user_3/X7.jpg,110,28,220,138
user_3/X8.jpg,79,39,189,149
user_3/X9.jpg,96,45,206,155
user_3/Y0.jpg,142,11,262,131
user_3/Y1.jpg,132,8,252,128
user_3/Y2.jpg,144,6,264,126
user_3/Y3.jpg,124,4,244,124
user_3/Y4.jpg,138,10,258,130
user_3/Y5.jpg,103,51,213,161
user_3/Y6.jpg,80,49,190,159
user_3/Y7.jpg,92,52,202,162
user_3/Y8.jpg,81,58,191,168
user_3/Y9.jpg,84,64,194,174
