image,top_left_x,top_left_y,bottom_right_x,bottom_right_y
user_7/Q4.jpg,60,127,150,217
user_7/Q5.jpg,114,148,194,228
user_7/Q6.jpg,103,144,183,224
user_7/Q7.jpg,114,146,194,226
user_7/Q8.jpg,101,145,181,225
user_7/Q9.jpg,101,148,181,228
user_7/R0.jpg,89,60,219,190
user_7/R1.jpg,81,54,211,184
user_7/R2.jpg,96,60,226,190
user_7/R3.jpg,79,54,209,184
user_7/R4.jpg,81,59,211,189
user_7/R5.jpg,152,56,272,176
user_7/R6.jpg,154,65,264,175
user_7/R7.jpg,152,61,262,171
user_7/R8.jpg,153,66,263,176
user_7/R9.jpg,138,65,248,175
user_7/S0.jpg,109,78,209,178
user_7/S1.jpg,99,77,199,177
user_7/S2.jpg,116,70,216,170
user_7/S3.jpg,106,66,206,166
user_7/S4.jpg,120,68,220,168
user_7/S5.jpg,151,70,241,160
user_7/S6.jpg,143,68,233,158
user_7/S7.jpg,153,69,243,159
user_7/S8.jpg,145,69,235,159
user_7/S9.jpg,158,71,248,161
user_7/T0.jpg,125,90,235,200
user_7/T1.jpg,118,86,228,196
user_7/T2.jpg,131,95,241,205
user_7/T3.jpg,122,85,232,195
user_7/T4.jpg,128,88,238,198
user_7/T5.jpg,192,63,292,163
user_7/T6.jpg,194,53,294,153
user_7/T7.jpg,190,64,290,164
user_7/T8.jpg,199,62,299,162
user_7/T9.jpg,188,69,288,169
user_7/U0.jpg,106,44,236,174
user_7/U1.jpg,92,41,222,171
user_7/U2.jpg,102,50,232,180
user_7/U3.jpg,81,51,211,181
user_7/U4.jpg,96,48,226,178
user_7/U5.jpg,151,28,281,158
user_7/U6.jpg,145,20,275,150
user_7/U7.jpg,163,29,293,159
user_7/U8.jpg,156,25,286,155
user_7/U9.jpg,168,34,298,164
user_7/V0.jpg,114,66,224,176
user_7/V1.jpg,102,62,212,172
user_7/V2.jpg,113,70,223,180
user_7/V3.jpg,97,65,217,185
user_7/V4.jpg,78,64,198,184
user_7/V5.jpg,166,54,286,174
user_7/V6.jpg,153,46,273,166
user_7/V7.jpg,186,52,306,172
user_7/V8.jpg,169,46,289,166
user_7/V9.jpg,175,55,295,175
user_7/W0.jpg,98,60,218,180
user_7/W1.jpg,96,54,216,174
user_7/W2.jpg,104,60,224,180
user_7/W3.jpg,85,55,205,175
user_7/W4.jpg,94,48,214,168
user_7/W5.jpg,163,29,283,149
user_7/W6.jpg,144,31,264,151
user_7/W7.jpg,173,34,293,154
user_7/W8.jpg,159,27,279,147
user_7/W9.jpg,166,35,286,155
user_7/X0.jpg,129,60,239,170
user_7/X1.jpg,132,47,242,157
user_7/X2.jpg,138,74,248,184
user_7/X3.jpg,123,76,233,186
user_7/X4.jpg,141,81,251,191
user_7/X5.jpg,195,37,295,137
user_7/X6.jpg,190,23,290,123
user_7/X7.jpg,203,51,303,151
user_7/X8.jpg,190,62,290,162
user_7/X9.jpg,202,59,302,159
user_7/Y0.jpg,106,66,226,186
user_7/Y1.jpg,83,68,203,188
user_7/Y2.jpg,85,83,205,203
user_7/Y3.jpg,85,83,205,203
user_7/Y4.jpg,92,79,212,199
user_7/Y5.jpg,159,46,279,166
user_7/Y6.jpg,145,50,265,170
user_7/Y7.jpg,154,54,274,174
user_7/Y8.jpg,130,56,250,176
user_7/Y9.jpg,148,59,268,179
